iter	Passed	Remaining
3210	339007	188877
3211	339101	188765
3212	339194	188652
3213	339301	188547
3214	339392	188434
3215	339498	188328
3216	339590	188215
3217	339689	188106
3218	339776	187990
3219	339876	187882
3220	339971	187770
3221	340066	187659
3222	340173	187554
3223	340258	187437
3224	340367	187334
3225	340465	187224
3226	340571	187119
3227	340659	187004
3228	340765	186898
3229	340863	186789
3230	340953	186674
3231	341045	186562
3232	341151	186456
3233	341243	186344
3234	341348	186238
3235	341451	186130
3236	341557	186025
3237	341646	185911
3238	341749	185804
3239	341853	185698
3240	341943	185584
3241	342030	185468
3242	342125	185357
3243	342221	185247
3244	342327	185141
3245	342428	185033
3246	342530	184926
3247	342620	184812
3248	342722	184705
3249	342812	184591
3250	342914	184484
3251	343006	184371
3252	343106	184263
3253	343212	184157
3254	343314	184050
3255	343411	183940
3256	343505	183828
3257	343614	183725
3258	343723	183621
3259	343815	183508
3260	343912	183398
3261	344006	183287
3262	344097	183174
3263	344217	183076
3264	344303	182960
3265	344415	182858
3266	344521	182753
3267	344627	182648
3268	344726	182539
3269	344826	182430
3270	344928	182324
3271	345031	182217
3272	345139	182113
3273	345243	182006
3274	345332	181892
3275	345418	181777
3276	345525	181672
3277	345641	181572
3278	345747	181467
3279	345850	181360
3280	345940	181246
3281	346037	181137
3282	346150	181035
3283	346228	180916
3284	346330	180808
3285	346432	180701
3286	346533	180593
3287	346628	180482
3288	346720	180370
3289	346809	180256
3290	346900	180143
3291	347004	180037
3292	347101	179928
3293	347201	179819
3294	347303	179712
3295	347402	179603
3296	347498	179493
3297	347602	179387
3298	347704	179280
3299	347803	179171
3300	347908	179065
3301	348013	178960
3302	348110	178850
3303	348224	178749
3304	348315	178636
3305	348411	178526
3306	348505	178415
3307	348612	178311
3308	348707	178200
3309	348812	178094
3310	348899	177980
3311	348986	177865
3312	349090	177758
3313	349176	177643
3314	349271	177533
3315	349364	177421
3316	349454	177308
3317	349572	177209
3318	349671	177100
3319	349783	176998
3320	349888	176893
3321	349998	176790
3322	350098	176682
3323	350195	176572
3324	350291	176462
3325	350383	176350
3326	350469	176235
3327	350574	176129
3328	350683	176026
3329	350777	175915
3330	350885	175811
3331	350993	175707
3332	351085	175595
3333	351188	175488
3334	351273	175373
3335	351378	175267
3336	351487	175164
3337	351595	175060
3338	351701	174955
3339	351805	174849
3340	351901	174739
3341	352000	174631
3342	352085	174515
3343	352179	174404
3344	352274	174294
3345	352364	174181
3346	352461	174071
3347	352553	173960
3348	352660	173855
3349	352766	173750
3350	352861	173640
3351	352971	173537
3352	353063	173425
3353	353155	173313
3354	353254	173205
3355	353355	173097
3356	353460	172992
3357	353551	172880
3358	353661	172777
3359	353783	172679
3360	353884	172572
3361	353982	172463
3362	354080	172354
3363	354179	172246
3364	354270	172134
3365	354374	172028
3366	354481	171924
3367	354578	171814
3368	354674	171705
3369	354781	171600
3370	354882	171493
3371	354967	171378
3372	355074	171273
3373	355161	171159
3374	355261	171052
3375	355348	170937
3376	355445	170828
3377	355545	170720
3378	355646	170613
3379	355741	170503
3380	355840	170394
3381	355942	170288
3382	356037	170178
3383	356139	170071
3384	356232	169960
3385	356340	169856
3386	356453	169754
3387	356558	169649
3388	356663	169544
3389	356765	169437
3390	356851	169322
3391	356961	169219
3392	357060	169111
3393	357162	169004
3394	357251	168891
3395	357348	168783
3396	357453	168677
3397	357539	168563
3398	357636	168454
3399	357723	168340
3400	357830	168235
3401	357926	168126
3402	358035	168023
3403	358131	167913
3404	358242	167811
3405	358332	167698
3406	358445	167596
3407	358548	167490
3408	358645	167382
3409	358740	167272
3410	358844	167166
3411	358947	167060
3412	359050	166953
3413	359160	166850
3414	359257	166741
3415	359366	166638
3416	359466	166530
3417	359562	166421
3418	359668	166316
3419	359763	166206
3420	359856	166095
3421	359958	165989
3422	360046	165875
3423	360153	165771
3424	360249	165662
3425	360346	165553
3426	360440	165442
3427	360541	165335
3428	360627	165221
3429	360746	165123
3430	360846	165015
3431	360943	164906
3432	361046	164800
3433	361144	164691
3434	361246	164585
3435	361335	164472
3436	361441	164367
3437	361537	164258
3438	361648	164156
3439	361747	164048
3440	361858	163945
3441	361958	163838
3442	362070	163736
3443	362172	163629
3444	362260	163516
3445	362360	163409
3446	362464	163303
3447	362555	163192
3448	362655	163084
3449	362760	162979
3450	362859	162871
3451	362971	162769
3452	363079	162665
3453	363186	162561
3454	363293	162456
3455	363398	162351
3456	363487	162239
3457	363591	162133
3458	363698	162029
3459	363834	161937
3460	363950	161837
3461	364047	161728
3462	364160	161626
3463	364262	161520
3464	364365	161414
3465	364467	161307
3466	364572	161202
3467	364678	161097
3468	364776	160989
3469	364878	160883
3470	364986	160779
3471	365067	160663
3472	365181	160561
3473	365293	160460
3474	365392	160351
3475	365500	160248
3476	365595	160138
3477	365706	160036
3478	365807	159929
3479	365916	159825
3480	366033	159725
3481	366117	159611
3482	366216	159503
3483	366313	159394
3484	366411	159286
3485	366526	159185
3486	366627	159078
3487	366736	158975
3488	366835	158867
3489	366922	158754
3490	367005	158639
3491	367096	158528
3492	367193	158419
3493	367292	158312
3494	367393	158205
3495	367487	158095
3496	367583	157986
3497	367669	157873
3498	367763	157763
3499	367863	157655
3500	367962	157548
3501	368078	157447
3502	368190	157345
3503	368282	157234
3504	368400	157135
3505	368486	157021
3506	368570	156907
3507	368667	156799
3508	368771	156693
3509	368873	156587
3510	368978	156482
3511	369088	156379
3512	369177	156267
3513	369265	156154
3514	369360	156045
3515	369470	155942
3516	369569	155834
3517	369705	155742
3518	369804	155635
3519	369899	155525
3520	369993	155416
3521	370096	155310
3522	370184	155197
3523	370273	155086
3524	370383	154983
3525	370467	154869
3526	370563	154760
3527	370667	154654
3528	370764	154546
3529	370871	154442
3530	370975	154336
3531	371074	154229
3532	371176	154122
3533	371280	154017
3534	371390	153914
3535	371486	153805
3536	371570	153691
3537	371657	153579
3538	371748	153468
3539	371843	153359
3540	371952	153255
3541	372049	153147
3542	372143	153037
3543	372238	152928
3544	372331	152818
3545	372438	152714
3546	372532	152604
3547	372630	152497
3548	372741	152394
3549	372833	152284
3550	372924	152173
3551	373026	152067
3552	373128	151960
3553	373220	151850
3554	373317	151742
3555	373414	151634
3556	373513	151526
3557	373605	151416
3558	373701	151307
3559	373800	151200
3560	373895	151091
3561	373986	150980
3562	374085	150872
3563	374192	150769
3564	374285	150658
3565	374396	150556
3566	374509	150454
3567	374619	150351
3568	374719	150244
3569	374826	150140
3570	374937	150037
3571	375030	149928
3572	375128	149820
3573	375225	149712
3574	375335	149609
3575	375435	149502
3576	375546	149399
3577	375645	149292
3578	375734	149180
3579	375842	149077
3580	375938	148968
3581	376038	148861
3582	376134	148753
3583	376238	148647
3584	376341	148542
3585	376423	148427
3586	376531	148324
3587	376629	148216
3588	376727	148108
3589	376816	147997
3590	376916	147890
3591	377021	147785
3592	377135	147684
3593	377236	147577
3594	377348	147475
3595	377449	147369
3596	377555	147264
3597	377655	147157
3598	377750	147048
3599	377837	146936
3600	377947	146833
3601	378045	146726
3602	378145	146619
3603	378240	146510
3604	378330	146399
3605	378438	146295
3606	378527	146184
3607	378632	146079
3608	378723	145969
3609	378834	145867
3610	378931	145758
3611	379033	145652
3612	379122	145542
3613	379228	145437
3614	379332	145332
3615	379455	145234
3616	379551	145125
3617	379651	145019
3618	379764	144916
3619	379877	144815
3620	379979	144708
3621	380058	144594
3622	380157	144487
3623	380258	144380
3624	380357	144273
3625	380452	144164
3626	380562	144062
3627	380665	143956
3628	380754	143845
3629	380863	143741
3630	380958	143633
3631	381055	143525
3632	381160	143420
3633	381260	143313
3634	381363	143208
3635	381465	143101
3636	381567	142996
3637	381658	142885
3638	381761	142780
3639	381856	142671
3640	381962	142567
3641	382060	142459
3642	382162	142353
3643	382253	142243
3644	382362	142140
3645	382446	142027
3646	382551	141922
3647	382657	141818
3648	382747	141707
3649	382852	141602
3650	382948	141494
3651	383046	141387
3652	383164	141287
3653	383251	141175
3654	383358	141071
3655	383459	140965
3656	383558	140858
3657	383669	140755
3658	383770	140649
3659	383887	140548
3660	384001	140447
3661	384086	140335
3662	384200	140233
3663	384293	140124
3664	384393	140017
3665	384485	139908
3666	384585	139801
3667	384697	139699
3668	384802	139594
3669	384899	139486
3670	384995	139378
3671	385100	139273
3672	385205	139169
3673	385302	139061
3674	385410	138957
3675	385500	138847
3676	385613	138745
3677	385701	138634
3678	385794	138525
3679	385882	138414
3680	385965	138301
3681	386058	138192
3682	386161	138087
3683	386254	137977
3684	386360	137873
3685	386461	137767
3686	386557	137659
3687	386659	137553
3688	386748	137443
3689	386839	137333
3690	386954	137231
3691	387037	137119
3692	387132	137011
3693	387249	136910
3694	387359	136807
3695	387471	136705
3696	387579	136601
3697	387696	136501
3698	387781	136389
3699	387875	136280
3700	387990	136179
3701	388092	136073
3702	388198	135968
3703	388305	135864
3704	388403	135757
3705	388517	135656
3706	388611	135547
3707	388728	135446
3708	388827	135340
3709	388921	135231
3710	389027	135126
3711	389131	135021
3712	389231	134915
3713	389330	134808
3714	389437	134704
3715	389524	134593
3716	389633	134490
3717	389745	134387
3718	389840	134279
3719	389947	134175
3720	390038	134065
3721	390144	133961
3722	390245	133855
3723	390337	133746
3724	390443	133641
3725	390534	133532
3726	390619	133420
3727	390721	133314
3728	390806	133203
3729	390908	133097
3730	391006	132990
3731	391100	132882
3732	391195	132773
3733	391290	132665
3734	391384	132557
3735	391490	132452
3736	391589	132346
3737	391684	132238
3738	391789	132133
3739	391920	132037
3740	392015	131929
3741	392126	131826
3742	392225	131720
3743	392354	131623
3744	392445	131513
3745	392542	131406
3746	392626	131294
3747	392724	131187
3748	392820	131080
3749	392914	130971
3750	393012	130864
3751	393105	130755
3752	393211	130651
3753	393310	130544
3754	393420	130441
3755	393520	130335
3756	393614	130227
3757	393724	130124
3758	393834	130021
3759	393938	129916
3760	394033	129807
3761	394144	129705
3762	394249	129600
3763	394354	129495
3764	394460	129391
3765	394549	129281
3766	394635	129170
3767	394735	129064
3768	394827	128955
3769	394927	128848
3770	395029	128743
3771	395135	128638
3772	395225	128529
3773	395331	128425
3774	395440	128321
3775	395550	128218
3776	395652	128112
3777	395742	128003
3778	395841	127896
3779	395947	127792
3780	396048	127686
3781	396154	127582
3782	396263	127478
3783	396381	127378
3784	396501	127278
3785	396597	127171
3786	396710	127069
3787	396809	126962
3788	396904	126854
3789	397015	126751
3790	397125	126648
3791	397223	126541
3792	397313	126432
3793	397424	126329
3794	397527	126224
3795	397626	126117
3796	397712	126006
3797	397810	125900
3798	397916	125795
3799	398011	125687
3800	398106	125580
3801	398205	125473
3802	398306	125367
3803	398397	125258
3804	398522	125160
3805	398611	125050
3806	398709	124943
3807	398801	124834
3808	398905	124730
3809	398998	124621
3810	399090	124512
3811	399193	124407
3812	399288	124299
3813	399377	124190
3814	399483	124085
3815	399586	123980
3816	399683	123873
3817	399778	123765
3818	399886	123662
3819	399976	123552
3820	400074	123446
3821	400185	123343
3822	400282	123236
3823	400394	123133
3824	400491	123026
3825	400585	122918
3826	400694	122815
3827	400788	122707
3828	400888	122601
3829	400994	122497
3830	401090	122389
3831	401187	122282
3832	401296	122179
3833	401389	122070
3834	401488	121964
3835	401584	121857
3836	401674	121748
3837	401781	121644
3838	401879	121537
3839	401975	121430
3840	402070	121322
3841	402169	121216
3842	402265	121108
3843	402373	121005
3844	402480	120901
3845	402572	120792
3846	402686	120690
3847	402780	120582
3848	402876	120475
3849	402977	120369
3850	403074	120262
3851	403169	120155
3852	403262	120047
3853	403360	119940
3854	403448	119830
3855	403553	119726
3856	403658	119621
3857	403754	119514
3858	403857	119409
3859	403944	119299
3860	404046	119194
3861	404140	119086
3862	404246	118982
3863	404341	118874
3864	404434	118766
3865	404525	118658
3866	404625	118551
3867	404718	118443
3868	404818	118337
3869	404914	118230
3870	405011	118123
3871	405118	118020
3872	405218	117914
3873	405327	117810
3874	405434	117706
3875	405527	117598
3876	405634	117494
3877	405735	117389
3878	405846	117286
3879	405959	117184
3880	406066	117080
3881	406171	116975
3882	406281	116872
3883	406380	116766
3884	406477	116659
3885	406565	116550
3886	406681	116448
3887	406778	116342
3888	406870	116233
3889	406962	116125
3890	407078	116024
3891	407174	115917
3892	407279	115812
3893	407382	115707
3894	407489	115603
3895	407588	115497
3896	407687	115391
3897	407783	115284
3898	407881	115177
3899	407982	115071
3900	408093	114969
3901	408192	114863
3902	408281	114754
3903	408369	114644
3904	408468	114538
3905	408574	114434
3906	408661	114324
3907	408769	114221
3908	408871	114115
3909	408963	114007
3910	409058	113900
3911	409180	113800
3912	409320	113705
3913	409424	113601
3914	409530	113496
3915	409626	113389
3916	409716	113281
3917	409818	113175
3918	409909	113067
3919	410011	112962
3920	410114	112857
3921	410221	112753
3922	410330	112650
3923	410433	112544
3924	410522	112436
3925	410620	112329
3926	410715	112222
3927	410829	112120
3928	410931	112015
3929	411013	111904
3930	411108	111797
3931	411209	111691
3932	411311	111586
3933	411410	111480
3934	411513	111375
3935	411613	111269
3936	411709	111162
3937	411816	111058
3938	411912	110951
3939	412007	110844
3940	412100	110736
3941	412201	110631
3942	412301	110525
3943	412395	110418
3944	412487	110310
3945	412611	110211
3946	412704	110103
3947	412806	109998
3948	412902	109891
3949	413009	109787
3950	413117	109683
3951	413216	109577
3952	413319	109472
3953	413424	109368
3954	413519	109261
3955	413611	109153
3956	413715	109048
3957	413815	108942
3958	413905	108834
3959	414002	108728
3960	414088	108618
3961	414178	108510
3962	414275	108403
3963	414391	108302
3964	414494	108197
3965	414608	108095
3966	414710	107989
3967	414807	107883
3968	414919	107780
3969	415010	107672
3970	415106	107566
3971	415189	107455
3972	415284	107348
3973	415387	107244
3974	415491	107139
3975	415585	107032
3976	415701	106930
3977	415799	106824
3978	415890	106716
3979	415996	106612
3980	416101	106507
3981	416220	106407
3982	416331	106304
3983	416430	106198
3984	416531	106092
3985	416629	105986
3986	416728	105880
3987	416828	105774
3988	416932	105670
3989	417023	105562
3990	417121	105456
3991	417216	105349
3992	417319	105244
3993	417417	105138
3994	417517	105032
3995	417622	104928
3996	417708	104818
3997	417808	104713
3998	417908	104607
3999	418004	104501
4000	418108	104396
4001	418214	104292
4002	418303	104183
4003	418389	104074
4004	418489	103969
4005	418597	103865
4006	418695	103759
4007	418798	103654
4008	418884	103545
4009	418984	103440
4010	419090	103336
4011	419186	103229
4012	419269	103119
4013	419380	103016
4014	419477	102910
4015	419573	102803
4016	419666	102696
4017	419766	102590
4018	419863	102484
4019	419961	102378
4020	420075	102276
4021	420171	102169
4022	420265	102063
4023	420373	101959
4024	420466	101852
4025	420565	101746
4026	420657	101638
4027	420753	101532
4028	420839	101423
4029	420924	101314
4030	421004	101203
4031	421095	101096
4032	421194	100990
4033	421295	100885
4034	421394	100779
4035	421487	100672
4036	421595	100568
4037	421687	100461
4038	421774	100352
4039	421870	100246
4040	421998	100147
4041	422101	100042
4042	422209	99939
4043	422328	99838
4044	422432	99733
4045	422525	99626
4046	422634	99523
4047	422728	99416
4048	422816	99308
4049	422913	99201
4050	423015	99096
4051	423112	98990
4052	423201	98882
4053	423306	98778
4054	423401	98671
4055	423509	98568
4056	423605	98461
4057	423698	98354
4058	423800	98249
4059	423909	98146
4060	424015	98042
4061	424117	97937
4062	424235	97836
4063	424322	97727
4064	424425	97623
4065	424525	97517
4066	424631	97413
4067	424725	97306
4068	424829	97202
4069	424921	97095
4070	425025	96990
4071	425120	96884
4072	425220	96778
4073	425308	96670
4074	425409	96565
4075	425522	96462
4076	425621	96357
4077	425747	96257
4078	425846	96152
4079	425953	96048
4080	426049	95942
4081	426135	95833
4082	426232	95727
4083	426339	95623
4084	426446	95519
4085	426549	95415
4086	426646	95309
4087	426740	95202
4088	426853	95099
4089	426956	94995
4090	427062	94891
4091	427151	94783
4092	427232	94673
4093	427332	94568
4094	427442	94465
4095	427540	94359
4096	427660	94258
4097	427751	94151
4098	427852	94046
4099	427949	93940
4100	428042	93833
4101	428130	93725
4102	428230	93619
4103	428320	93512
4104	428428	93408
4105	428521	93301
4106	428610	93194
4107	428716	93090
4108	428808	92983
4109	428903	92877
4110	429012	92773
4111	429106	92666
4112	429219	92564
4113	429320	92459
4114	429417	92353
4115	429525	92249
4116	429624	92144
4117	429731	92040
4118	429856	91940
4119	429967	91837
4120	430068	91732
4121	430171	91627
4122	430279	91524
4123	430384	91420
4124	430475	91312
4125	430584	91209
4126	430682	91103
4127	430791	91000
4128	430890	90895
4129	430980	90787
4130	431072	90680
4131	431175	90576
4132	431260	90467
4133	431363	90363
4134	431467	90258
4135	431558	90151
4136	431659	90046
4137	431756	89940
4138	431849	89833
4139	431952	89729
4140	432063	89626
4141	432167	89521
4142	432255	89414
4143	432342	89306
4144	432438	89200
4145	432530	89093
4146	432638	88989
4147	432718	88880
4148	432824	88776
4149	432928	88672
4150	433026	88566
4151	433117	88459
4152	433207	88352
4153	433305	88246
4154	433401	88140
4155	433500	88035
4156	433594	87928
4157	433683	87821
4158	433784	87716
4159	433883	87611
4160	433996	87508
4161	434106	87405
4162	434191	87297
4163	434281	87190
4164	434390	87086
4165	434489	86981
4166	434577	86873
4167	434673	86767
4168	434779	86663
4169	434870	86556
4170	434968	86451
4171	435073	86347
4172	435174	86242
4173	435266	86135
4174	435368	86030
4175	435478	85927
4176	435575	85822
4177	435671	85716
4178	435763	85609
4179	435863	85504
4180	435966	85399
4181	436085	85298
4182	436192	85194
4183	436284	85088
4184	436383	84982
4185	436475	84876
4186	436575	84770
4187	436675	84665
4188	436768	84559
4189	436872	84455
4190	436984	84352
4191	437079	84246
4192	437183	84142
4193	437269	84034
4194	437361	83927
4195	437452	83820
4196	437576	83720
4197	437688	83617
4198	437788	83512
4199	437892	83408
4200	438000	83304
4201	438101	83199
4202	438201	83094
4203	438296	82988
4204	438402	82884
4205	438505	82780
4206	438591	82672
4207	438690	82567
4208	438814	82466
4209	438917	82362
4210	439034	82260
4211	439133	82155
4212	439233	82050
4213	439337	81945
4214	439443	81841
4215	439537	81735
4216	439635	81630
4217	439735	81525
4218	439837	81420
4219	439937	81315
4220	440048	81212
4221	440131	81104
4222	440224	80997
4223	440320	80892
4224	440415	80786
4225	440508	80680
4226	440629	80578
4227	440730	80473
4228	440839	80370
4229	440936	80264
4230	441045	80161
4231	441138	80055
4232	441238	79950
4233	441342	79846
4234	441438	79740
4235	441547	79637
4236	441634	79529
4237	441716	79421
4238	441822	79317
4239	441929	79213
4240	442014	79106
4241	442099	78998
4242	442205	78894
4243	442323	78792
4244	442425	78688
4245	442521	78582
4246	442608	78475
4247	442701	78369
4248	442796	78263
4249	442906	78160
4250	443002	78054
4251	443093	77947
4252	443199	77843
4253	443294	77738
4254	443387	77631
4255	443502	77529
4256	443606	77425
4257	443704	77319
4258	443794	77213
4259	443895	77108
4260	443994	77003
4261	444097	76899
4262	444196	76794
4263	444290	76688
4264	444384	76582
4265	444484	76477
4266	444587	76372
4267	444682	76267
4268	444772	76160
4269	444858	76053
4270	444944	75945
4271	445040	75840
4272	445137	75734
4273	445243	75631
4274	445334	75524
4275	445435	75419
4276	445545	75316
4277	445654	75213
4278	445757	75108
4279	445845	75002
4280	445950	74898
4281	446067	74796
4282	446173	74692
4283	446262	74585
4284	446381	74483
4285	446476	74377
4286	446593	74275
4287	446689	74170
4288	446792	74066
4289	446884	73959
4290	446980	73854
4291	447071	73748
4292	447168	73642
4293	447252	73535
4294	447353	73430
4295	447456	73326
4296	447546	73219
4297	447656	73116
4298	447757	73011
4299	447859	72907
4300	447961	72802
4301	448065	72698
4302	448170	72594
4303	448277	72491
4304	448376	72385
4305	448465	72279
4306	448573	72175
4307	448667	72070
4308	448752	71962
4309	448847	71857
4310	448945	71752
4311	449071	71651
4312	449173	71546
4313	449272	71442
4314	449378	71338
4315	449463	71231
4316	449579	71128
4317	449680	71024
4318	449779	70919
4319	449882	70814
4320	449980	70709
4321	450076	70604
4322	450184	70500
4323	450284	70396
4324	450389	70292
4325	450495	70188
4326	450594	70083
4327	450693	69978
4328	450789	69872
4329	450891	69768
4330	450990	69663
4331	451085	69558
4332	451172	69451
4333	451278	69347
4334	451363	69240
4335	451450	69133
4336	451557	69029
4337	451651	68924
4338	451749	68819
4339	451839	68712
4340	451956	68610
4341	452044	68504
4342	452124	68396
4343	452223	68291
4344	452338	68189
4345	452434	68083
4346	452528	67978
4347	452628	67873
4348	452728	67768
4349	452822	67663
4350	452925	67558
4351	453036	67455
4352	453136	67351
4353	453253	67248
4354	453357	67144
4355	453472	67042
4356	453581	66938
4357	453669	66832
4358	453774	66728
4359	453885	66625
4360	453977	66519
4361	454082	66415
4362	454193	66312
4363	454299	66208
4364	454393	66103
4365	454491	65998
4366	454580	65891
4367	454671	65785
4368	454783	65682
4369	454877	65577
4370	454970	65471
4371	455076	65367
4372	455184	65264
4373	455294	65161
4374	455384	65054
4375	455472	64948
4376	455571	64843
4377	455685	64741
4378	455790	64637
4379	455885	64531
4380	455987	64427
4381	456090	64323
4382	456184	64217
4383	456283	64112
4384	456384	64008
4385	456465	63900
4386	456561	63795
4387	456656	63690
4388	456753	63585
4389	456842	63479
4390	456941	63374
4391	457036	63269
4392	457140	63165
4393	457228	63058
4394	457337	62955
4395	457436	62850
4396	457532	62745
4397	457623	62639
4398	457718	62534
4399	457812	62429
4400	457914	62324
4401	458010	62219
4402	458101	62113
4403	458211	62010
4404	458308	61905
4405	458399	61799
4406	458504	61695
4407	458595	61589
4408	458696	61485
4409	458800	61381
4410	458886	61275
4411	458989	61170
4412	459085	61065
4413	459170	60959
4414	459289	60857
4415	459397	60753
4416	459494	60648
4417	459579	60542
4418	459668	60436
4419	459771	60332
4420	459855	60225
4421	459958	60121
4422	460054	60016
4423	460170	59913
4424	460266	59808
4425	460368	59704
4426	460468	59599
4427	460567	59495
4428	460670	59390
4429	460774	59287
4430	460869	59181
4431	460974	59077
4432	461061	58971
4433	461151	58865
4434	461235	58759
4435	461331	58654
4436	461443	58551
4437	461532	58445
4438	461622	58339
4439	461729	58236
4440	461823	58130
4441	461943	58028
4442	462054	57925
4443	462153	57821
4444	462257	57717
4445	462352	57612
4446	462463	57509
4447	462560	57404
4448	462674	57301
4449	462779	57197
4450	462872	57092
4451	462965	56986
4452	463072	56883
4453	463173	56778
4454	463299	56677
4455	463398	56572
4456	463491	56467
4457	463601	56364
4458	463700	56259
4459	463801	56155
4460	463913	56052
4461	464015	55948
4462	464111	55843
4463	464205	55737
4464	464308	55633
4465	464399	55528
4466	464484	55421
4467	464574	55316
4468	464660	55210
4469	464762	55106
4470	464856	55000
4471	464946	54895
4472	465044	54790
4473	465150	54686
4474	465239	54581
4475	465341	54476
4476	465453	54373
4477	465566	54271
4478	465674	54167
4479	465788	54064
4480	465893	53960
4481	465992	53856
4482	466087	53751
4483	466192	53647
4484	466293	53543
4485	466374	53436
4486	466470	53331
4487	466576	53228
4488	466677	53123
4489	466769	53018
4490	466862	52913
4491	466967	52809
4492	467079	52706
4493	467172	52601
4494	467274	52496
4495	467361	52391
4496	467454	52285
4497	467550	52181
4498	467648	52076
4499	467750	51972
4500	467847	51867
4501	467960	51764
4502	468053	51659
4503	468146	51554
4504	468237	51448
4505	468350	51346
4506	468466	51243
4507	468568	51139
4508	468659	51033
4509	468763	50929
4510	468873	50826
4511	468974	50722
4512	469074	50618
4513	469174	50513
4514	469305	50412
4515	469412	50309
4516	469518	50205
4517	469602	50099
4518	469710	49995
4519	469792	49889
4520	469894	49785
4521	469992	49680
4522	470102	49577
4523	470191	49471
4524	470290	49367
4525	470389	49263
4526	470476	49157
4527	470577	49053
4528	470687	48949
4529	470776	48844
4530	470881	48740
4531	470989	48637
4532	471106	48534
4533	471221	48431
4534	471313	48326
4535	471416	48222
4536	471528	48119
4537	471645	48016
4538	471743	47912
4539	471846	47808
4540	471956	47704
4541	472055	47600
4542	472162	47496
4543	472252	47391
4544	472351	47287
4545	472432	47180
4546	472530	47076
4547	472626	46971
4548	472726	46867
4549	472817	46762
4550	472927	46658
4551	473029	46554
4552	473117	46449
4553	473215	46344
4554	473318	46240
4555	473443	46138
4556	473550	46035
4557	473631	45929
4558	473733	45825
4559	473817	45719
4560	473936	45616
4561	474048	45513
4562	474158	45410
4563	474247	45304
4564	474344	45200
4565	474429	45094
4566	474519	44989
4567	474627	44885
4568	474713	44780
4569	474796	44674
4570	474896	44570
4571	475001	44466
4572	475088	44360
4573	475189	44256
4574	475285	44152
4575	475391	44048
4576	475487	43943
4577	475599	43840
4578	475705	43737
4579	475808	43633
4580	475919	43529
4581	476019	43425
4582	476122	43321
4583	476227	43217
4584	476322	43113
4585	476415	43008
4586	476521	42904
4587	476606	42799
4588	476721	42696
4589	476819	42591
4590	476913	42487
4591	477018	42383
4592	477105	42277
4593	477201	42173
4594	477295	42068
4595	477393	41964
4596	477486	41859
4597	477577	41754
4598	477671	41649
4599	477780	41546
4600	477872	41441
4601	477968	41336
4602	478077	41233
4603	478179	41129
4604	478289	41025
4605	478402	40922
4606	478498	40818
4607	478603	40714
4608	478697	40609
4609	478797	40505
4610	478897	40401
4611	479004	40297
4612	479107	40193
4613	479206	40089
4614	479308	39985
4615	479414	39881
4616	479501	39776
4617	479584	39671
4618	479692	39567
4619	479793	39463
4620	479903	39360
4621	480001	39255
4622	480093	39151
4623	480202	39047
4624	480313	38944
4625	480417	38840
4626	480520	38736
4627	480646	38634
4628	480758	38531
4629	480848	38426
4630	480963	38323
4631	481068	38219
4632	481160	38114
4633	481244	38009
4634	481339	37904
4635	481442	37800
4636	481549	37697
4637	481658	37593
4638	481760	37489
4639	481854	37385
4640	481955	37281
4641	482049	37176
4642	482169	37073
4643	482264	36969
4644	482377	36866
4645	482492	36763
4646	482595	36659
4647	482698	36555
4648	482795	36451
4649	482887	36346
4650	482984	36241
4651	483085	36137
4652	483188	36034
4653	483292	35930
4654	483409	35827
4655	483502	35722
4656	483608	35619
4657	483706	35514
4658	483824	35411
4659	483916	35307
4660	484012	35202
4661	484114	35098
4662	484211	34994
4663	484320	34891
4664	484417	34786
4665	484523	34682
4666	484620	34578
4667	484710	34473
4668	484792	34368
4669	484880	34263
4670	484980	34159
4671	485074	34054
4672	485174	33950
4673	485292	33847
4674	485389	33743
4675	485498	33640
4676	485604	33536
4677	485702	33432
4678	485818	33329
4679	485918	33225
4680	486028	33121
4681	486118	33017
4682	486215	32912
4683	486303	32807
4684	486408	32704
4685	486508	32599
4686	486608	32495
4687	486708	32391
4688	486816	32288
4689	486917	32184
4690	487020	32080
4691	487119	31976
4692	487223	31872
4693	487334	31769
4694	487441	31665
4695	487545	31561
4696	487634	31456
4697	487720	31351
4698	487812	31247
4699	487909	31143
4700	488007	31039
4701	488099	30934
4702	488204	30830
4703	488309	30726
4704	488411	30623
4705	488518	30519
4706	488608	30414
4707	488713	30311
4708	488817	30207
4709	488909	30102
4710	488993	29997
4711	489083	29893
4712	489175	29788
4713	489282	29684
4714	489382	29580
4715	489484	29476
4716	489584	29373
4717	489682	29268
4718	489766	29163
4719	489859	29059
4720	489958	28955
4721	490051	28850
4722	490151	28746
4723	490249	28642
4724	490355	28539
4725	490461	28435
4726	490568	28331
4727	490664	28227
4728	490753	28123
4729	490851	28018
4730	490942	27914
4731	491037	27810
4732	491135	27706
4733	491242	27602
4734	491339	27498
4735	491438	27394
4736	491537	27290
4737	491642	27186
4738	491744	27082
4739	491839	26978
4740	491941	26874
4741	492045	26770
4742	492163	26667
4743	492295	26565
4744	492394	26461
4745	492482	26357
4746	492590	26253
4747	492694	26149
4748	492788	26045
4749	492869	25940
4750	492957	25835
4751	493056	25731
4752	493149	25627
4753	493260	25524
4754	493351	25419
4755	493449	25315
4756	493550	25211
4757	493649	25107
4758	493751	25004
4759	493843	24899
4760	493964	24796
4761	494067	24692
4762	494167	24589
4763	494254	24484
